Ship,Date,country,shiptype,captain_name
trvkgy,19-01-1941,Russia,Container Ship,Polaris Australis
nzzgsy,10-03-1504,Japan,Container Ship,Bellatrix
omubse,28-11-1558,Fiji,Container Ship,Heze
rjcyol,19-04-1843,Japan,Bulk Carrier,Capella
qiwvws,05-07-1860,United Kingdom (UK),Bulk Carrier,Mintaka
ppynvs,13-04-1637,Sweden,Crude Oil Tanker,Tarf
xptmsa,03-06-1802,Japan,LNG Tanker,Achird
paogug,19-08-1571,Greece,FSO,Ran
supsrp,07-06-1618,Japan,Bulk Carrier,Aljanah
tsogkd,11-11-1661,Russia,LNG Tanker,Adhara
whhaeu,20-08-1925,Greece,LNG Tanker,Alcyone
mhvjra,24-09-1816,Japan,Passenger (Cruise) Ship,Alphard
qvfbbx,18-03-1664,Japan,LNG Tanker,Tabit
jneczl,09-09-1952,Iceland,Bulk Carrier,Segin
ykhahv,01-11-1703,Greece,Bulk Carrier,Brachium
ipaqez,15-02-1979,Spain,Crude Oil Tanker,Botein
fzavmv,26-09-1788,Portugal,Passenger (Cruise) Ship,Sadr
fpscew,07-07-1840,Canada,LNG Tanker,Fafnir
rxhdsi,30-01-1872,Belgium,Bulk Carrier,Almach
obqmup,07-04-1504,Haiti,Container Ship,Titawin
loziql,26-05-1691,United Kingdom (UK),Bulk Carrier,Nahn
ucduhz,13-07-1855,Canada,Container Ship,Acubens
ahiuwu,20-12-1562,Greece,LNG Tanker,Ran
pyjmpu,22-01-1681,St Vincent & Grenadines,LNG Tanker,Aludra
khrjwe,23-02-1515,Greece,Bulk Carrier,Elgafar
gfuwqg,01-03-1730,Turkey,Bulk Carrier,Spica
plmfor,04-09-1552,Italy,Container Ship,Alphecca
iodtib,02-01-1794,Indonesia,Crude Oil Tanker,Markeb
iclnki,23-11-1940,United States (USA),Bulk Carrier,Ancha
byrqhc,02-06-1898,United States (USA),Container Ship,Zosma
dpooca,21-07-1970,Turkey,Container Ship,Homam
gjhhrd,12-02-1825,Canada,Bulk Carrier,Alderamin
evglvz,09-04-1753,Canada,Bulk Carrier,Avior
lpsudc,05-03-1795,United States (USA),Bulk Carrier,Gomeisa
smvqvi,11-03-1962,Japan,Container Ship,Tania Australis
fxmylx,30-10-1749,United States (USA),Container Ship,Scheat
cysvun,08-04-1824,Japan,Crude Oil Tanker,Polaris Australis
jigqod,05-02-1540,United Kingdom (UK),LNG Tanker,Jishui
aheuzs,14-01-1722,Korea,Bulk Carrier,Algedi
rnjmlo,23-07-1987,United States (USA),Bulk Carrier,Miram
dbmwsb,21-02-1806,Australia,Container Ship,Ainalrami
gapobf,25-04-1599,China,Crude Oil Tanker,Ran
gdsiwe,21-10-1668,Montenegro,Bulk Carrier,Saiph
dxlkeh,06-01-1824,Egypt,Bulk Carrier,Bellatrix
lzcfnm,05-08-1917,Greece,Bulk Carrier,Homam
eweeuj,19-04-1921,United Kingdom (UK),LNG Tanker,Chalawan
lvmgaa,29-02-2000,Sweden,Container Ship,Tureis
zovnjx,31-08-1732,Japan,Container Ship,Chalawan
uedeqi,27-03-1583,Chile,Crude Oil Tanker,Kraz
hrlpmg,20-06-1704,United Kingdom (UK),Container Ship,Albali
sfyjop,24-06-1871,Chile,Crude Oil Tanker,Minchir
nldgaw,22-10-1844,Faeroe Islands,Bulk Carrier,Skat
oqcybd,04-07-1644,Indonesia,Bulk Carrier,Helvetios
kgsxkl,08-08-1853,Germany,Bulk Carrier,Wasat
vbqbkk,03-01-1702,Panama,Bulk Carrier,Zhang
vqpsbe,13-12-1663,United States (USA),Bulk Carrier,Algol
ugkadr,31-01-1661,Belgium,Passenger (Cruise) Ship,Aldulfin
rkqxod,17-07-1718,India,Bulk Carrier,Zaurak
pwipcd,12-07-1638,Greece,Container Ship,Arkab Prior
ebbgac,16-11-1836,Norway,Crude Oil Tanker,Taiyi
byvdvs,04-06-1977,Norway,Bulk Carrier,Alsciaukat
mdspdb,10-12-1680,Spain,Crude Oil Tanker,Maia
fkbtrw,13-09-1857,Norway,Bulk Carrier,Minchir
wpmofx,13-07-1644,United Kingdom (UK),Bulk Carrier,Wazn
aeqxhs,21-06-1553,St Vincent & Grenadines,Bulk Carrier,Alkaid
ductrx,10-09-1683,United Kingdom (UK),Bulk Carrier,Brachium
enofuo,08-08-1869,Sweden,Crude Oil Tanker,Celaeno
poafow,03-07-1937,United States (USA),LNG Tanker,Mirach
tpwsod,20-07-1888,Canada,Container Ship,Alnair
iyyvbe,10-01-1565,Italy,Container Ship,Hassaleh
pzdija,03-10-1737,United States (USA),Container Ship,Furud
cvavrp,07-04-1940,Japan,Bulk Carrier,Gacrux
wpryey,02-07-1982,United Kingdom (UK),Bulk Carrier,Nunki
utffin,28-09-1656,Spain,Bulk Carrier,Muliphein
yyyjie,25-11-1931,Japan,Container Ship,Polaris
lmwili,10-01-1905,China,Bulk Carrier,Alpherg
kjarhg,24-09-1753,Estonia,Bulk Carrier,Bharani
vuznxv,22-12-1564,Portugal,Container Ship,Taiyi
jcbkpa,10-07-1534,Mexico,Passenger (Cruise) Ship,Mekbuda
sxivsb,13-06-1869,Brazil,Container Ship,Ruchbah
smrkjp,10-10-1645,United Kingdom (UK),Crude Oil Tanker,Mira
dsnegd,15-07-1980,United Kingdom (UK),Crude Oil Tanker,Alcyone
nrqxuy,15-07-1697,China,Bulk Carrier,Izar
tvtyez,26-11-1943,United States (USA),LNG Tanker,Rasalhague
hwbvcw,02-11-1708,Sweden,Container Ship,Alsephina
ttkptg,01-06-1891,Canada,LNG Tanker,Suhail
mmjdsa,20-02-1999,India,Container Ship,Kaffaljidhma
uhmelm,26-07-1515,Greece,Bulk Carrier,Propus
vfngyd,26-06-1824,France,Container Ship,Wazn
wxthgb,06-11-1877,Canada,Container Ship,Saclateni
uqpsdk,04-08-1723,New Zealand,Bulk Carrier,Larawag
nhmoqt,21-10-1542,Canada,Bulk Carrier,Pipirima
dhvxfe,17-05-1708,United Kingdom (UK),LNG Tanker,Prima Hyadum
qjxhen,06-07-1923,Mauritius,Crude Oil Tanker,Dubhe
iwbfja,08-03-1873,Japan,Passenger (Cruise) Ship,Shaula
duuzno,11-09-1521,Solomon Islands,Offshore Support Vessel,Situla
gooemz,14-05-1941,Japan,Container Ship,Misam
wqromt,29-08-1742,Belgium,LNG Tanker,Tania Australis
rbjvyt,16-03-1995,Sweden,LNG Tanker,Asellus Australis
gxdfyp,19-03-1689,United States (USA),Crude Oil Tanker,Nusakan
iyikgb,15-09-1541,Greece,LNG Tanker,Fulu
zyulqq,16-01-1899,United States (USA),Container Ship,Larawag
thuwqy,12-11-1867,Puerto Rico,Bulk Carrier,Tabit
eujqvw,27-12-1535,Spain,Bulk Carrier,Schedar
ocuauq,26-10-1754,Australia,LNG Tanker,Algorab
xrfevc,20-09-2007,Qatar,Container Ship,Sadalmelik
ujwihq,18-04-1506,Brazil,LNG Tanker,Sheliak
fznbao,27-08-1847,Greece,Container Ship,Adhil
jxtlfc,05-05-1808,Italy,Crude Oil Tanker,Mizar
medgse,14-03-2010,Faeroe Islands,Bulk Carrier,Tania Australis
xozyyj,09-06-1830,United Kingdom (UK),Bulk Carrier,Maia
clexcl,23-05-1937,Faeroe Islands,LNG Tanker,Fafnir
twntpk,06-05-1579,Japan,Bulk Carrier,Sham
gzjutq,06-07-1956,Canada,Container Ship,Khambalia
buhkso,11-10-1937,Croatia,LNG Tanker,Saclateni
hrsicp,28-07-1671,China,Bulk Carrier,Rasalhague
wfxadz,28-08-1849,Norway,Crude Oil Tanker,Antares
kuhusw,04-10-1973,Thailand,Container Ship,Tianguan
vsuwqc,14-06-1699,Australia,Crude Oil Tanker,Alpherg
dlnetc,11-01-1582,Greece,Bulk Carrier,Gomeisa
venyhf,17-10-1690,United Kingdom (UK),LNG Tanker,Dziban
iinxph,03-12-1808,United States (USA),Crude Oil Tanker,Chalawan
ndphvr,23-05-1769,Qatar,Bulk Carrier,Zaniah
xmgmhy,22-10-1812,France,Crude Oil Tanker,Sheliak
rrdjme,20-08-1831,United Kingdom (UK),Container Ship,Deneb
nnsbto,29-04-1907,United States (USA),Bulk Carrier,Albireo
vbzfaf,03-03-1568,United Kingdom (UK),Container Ship,Megrez
ahehoh,19-08-1732,Greece,Bulk Carrier,Merope
ehqlae,04-10-1507,New Caledonia,LNG Tanker,Saiph
ggwldd,01-11-1852,Sweden,Container Ship,Spica
ufyohd,12-09-1882,Tunisia,LNG Tanker,Tiaki
qufdis,30-06-2007,Italy,Container Ship,Meleph
hvfgra,25-10-1531,United Kingdom (UK),Container Ship,Menkib
zbpwle,01-11-1832,Korea,Passenger (Cruise) Ship,Keid
ssljba,23-07-1939,Netherlands,Crude Oil Tanker,Hassaleh
qivgdj,11-11-1751,Spain,Offshore Support Vessel,Wurren
wrodxw,29-07-1717,Netherlands,Passenger (Cruise) Ship,Marfik
deypad,29-10-1838,Brazil,Crude Oil Tanker,Minchir
spvasv,30-01-1526,United States (USA),LNG Tanker,Rasalas
ebkucv,11-04-1866,Norway,Crude Oil Tanker,Taiyi
ifarwt,28-11-1804,Papua New Guinea,Container Ship,Denebola
kudzjd,31-10-1813,Sao Tome & Principe,Crude Oil Tanker,Talitha
fpekau,31-01-1704,Canada,Bulk Carrier,Alphard
bbzjhf,13-06-1973,Faeroe Islands,Crude Oil Tanker,Caph
ihxbkt,08-05-1676,Sweden,Bulk Carrier,Rasalgethi
ghuzee,08-03-1618,Portugal,Crude Oil Tanker,Alkes
sswmdu,12-09-1696,Montenegro,Bulk Carrier,Dabih
dfaafg,11-08-1844,Montenegro,Passenger (Cruise) Ship,Yildun
cazzwa,04-07-1613,United States (USA),Crude Oil Tanker,Zaniah
frzpey,23-02-1569,Japan,Crude Oil Tanker,Wurren
wcikhi,06-11-1884,Spain,Container Ship,Alrakis
ltsmsf,06-06-1745,Puerto Rico,Bulk Carrier,Aldebaran
cqpfgt,25-06-1526,Indonesia,LNG Tanker,Yildun
dtylbi,22-05-1778,Iceland,LNG Tanker,Yed Prior
sispij,30-08-1766,Japan,Container Ship,Atik
psljse,06-06-1684,Fiji,LNG Tanker,Aspidiske
hopixl,29-12-1626,Spain,Bulk Carrier,Dabih
dafqdf,11-11-1789,United States (USA),Bulk Carrier,Subra
bqlkqn,29-01-1925,Montenegro,LNG Tanker,Merope
psnkki,13-02-1731,Japan,Crude Oil Tanker,Tarf
weymmj,08-12-1744,Japan,LNG Tanker,Kaus Australis
zirigp,06-03-1565,United Kingdom (UK),LNG Tanker,Kaus Australis
brefrd,16-01-1566,Sweden,Bulk Carrier,Alruba
aygcww,28-10-1644,Bulgaria,Bulk Carrier,Edasich
kxtolk,02-09-1736,Brazil,Bulk Carrier,Algenib
wfcgpl,30-07-1977,Indonesia,Crude Oil Tanker,Aldebaran
hqxbgp,14-08-1990,New Caledonia,Bulk Carrier,Kaffaljidhma
fodpiq,15-02-1982,Canada,LNG Tanker,Nihal
gcufjm,27-02-1928,Turkey,LNG Tanker,Aldhibah
yusuor,20-07-1812,Indonesia,Bulk Carrier,Tonatiuh
vhstvs,10-05-1589,Bahamas,Container Ship,Anser
xsmgwh,18-04-1895,Korea,Bulk Carrier,Azmidi
dtyzfc,23-09-1753,United Kingdom (UK),Container Ship,Rastaban
aunjzo,14-03-1723,Canada,Bulk Carrier,Muliphein
dkgxeo,11-01-1812,United States (USA),Container Ship,Zibal
aedadk,01-08-1806,France,Bulk Carrier,Meridiana
wwrxqf,18-07-1776,Australia,Container Ship,Xamidimura
uyyzgx,26-02-1878,Puerto Rico,Container Ship,Brachium
wfcgpl,15-10-1770,Canada,Crude Oil Tanker,Altais
lbwbvd,12-02-1753,Chile,Crude Oil Tanker,Guniibuu
uavlut,12-07-1548,Portugal,Bulk Carrier,Sadachbia
kttzdj,05-07-1949,United States (USA),Container Ship,Muscida
cmjaqc,11-03-1562,United States (USA),LNG Tanker,Merak
yjolmv,14-04-1794,India,Bulk Carrier,Alrakis
cbhxnp,19-09-1929,Belgium,Bulk Carrier,Mesarthim
hgezfy,28-11-1715,Papua New Guinea,LNG Tanker,Diadem
xgafku,16-04-1729,Norway,LNG Tanker,Zubeneschamali
zfonhl,01-08-1989,Philippines,Bulk Carrier,Tejat
ymoclw,20-06-1676,Sweden,LNG Tanker,Wezen
ywqxfx,08-07-1897,Canada,LNG Tanker,Adhara
blcklj,17-05-1874,United States (USA),Bulk Carrier,Mesarthim
ggbnfc,22-11-1895,Poland,Container Ship,Alcor
rqvvmi,07-12-1721,Japan,Container Ship,Alnair
auwnmp,20-03-1991,Faeroe Islands,Crude Oil Tanker,Azmidi
wxthgb,12-07-1638,Japan,Bulk Carrier,Miaplacidus
fjatng,26-01-1643,Japan,Bulk Carrier,Achird
lxdjzd,05-05-1731,Chile,Bulk Carrier,Megrez
fmddmh,10-05-1527,Panama,Container Ship,Zosma
cpmmfu,27-05-1582,Spain,Crude Oil Tanker,Situla
fnoydx,24-11-1513,Sweden,Crude Oil Tanker,Marfik
xbysoy,14-02-1756,Libya,Container Ship,Aludra
gbxejs,30-10-1942,Portugal,LNG Tanker,Aldhanab
psyaop,18-10-1584,Guadeloupe,Bulk Carrier,Titawin
bvbjcs,04-10-1734,United States (USA),LNG Tanker,Alrakis
ajdbeu,26-05-1706,United States (USA),Container Ship,Sarin
jefmfu,17-04-1561,United Kingdom (UK),Crude Oil Tanker,Kochab
fdaqvz,16-11-1736,Russia,Container Ship,Beemim
dcejvr,29-06-1613,Turkey,Container Ship,Bellatrix
qfdrji,22-03-1715,Canada,Bulk Carrier,Yildun
sbzkzw,09-01-1880,Chile,Container Ship,Almach
mqcbsz,10-08-1802,Qatar,Container Ship,Asellus Australis
tfyynu,15-06-1598,Greece,Crude Oil Tanker,Almach
yydajs,29-10-1914,Greece,Bulk Carrier,Sham
icrcnv,09-10-1963,Togolese Rep,Bulk Carrier,Alhena
aulhaa,14-05-1537,Brazil,Bulk Carrier,Electra
gwlnok,10-02-1686,Canada,Container Ship,Dalim
cwchtn,04-07-1613,Japan,Container Ship,Saiph
kihtvs,23-10-1935,France,Container Ship,Beid
dpreei,06-01-1791,Philippines,FSO,Wazn
mdpjcp,04-07-1738,Egypt,Container Ship,Matar
rxlwhf,30-11-2008,Sweden,Container Ship,Fulu
lbbfti,21-08-1778,Sao Tome & Principe,Container Ship,Shaula
cwchtn,23-12-1571,Slovenia,Bulk Carrier,Ruchbah
kcjzmz,12-11-1861,United States (USA),Container Ship,Rasalgethi
ofbeeu,02-09-1829,Chile,Crude Oil Tanker,Kaus Borealis
znvkwu,07-01-1597,United States (USA),Bulk Carrier,Kurhah
alsjfv,12-08-1619,Germany,Crude Oil Tanker,Fulu
oirrpi,17-09-1591,New Zealand,Container Ship,Tianyi
tjpyun,14-04-1901,France,Bulk Carrier,Theemin
nlbmyw,19-10-1865,Canada,LNG Tanker,Terebellum
knfcrw,12-08-1817,Japan,LNG Tanker,Nahn
ryopbq,22-09-1993,Faeroe Islands,LNG Tanker,Cervantes
tkmsfj,31-05-1664,Brazil,Crude Oil Tanker,Marfik
xvvylx,10-12-1536,Iceland,LNG Tanker,Alrescha
kwulmb,26-10-1786,Canada,Bulk Carrier,Sadalbari
uqyoda,13-04-1505,Japan,Crude Oil Tanker,Celaeno
wrrmhl,12-03-1688,Canada,Crude Oil Tanker,Jabbah
peeuvl,27-09-1841,Japan,Crude Oil Tanker,Matar
gfzpdb,15-05-1680,Turkey,Crude Oil Tanker,Toliman
ocmuvn,22-01-1563,United States (USA),LNG Tanker,Kaus Media
phljzg,11-07-1606,Canada,Container Ship,Markab
uelgqf,07-06-1546,France,Bulk Carrier,Bunda
ckepsy,17-02-1734,India,Crude Oil Tanker,Algorab
zqdahh,15-05-1680,Canada,Container Ship,Ran
yynptx,14-07-1898,Canada,Bulk Carrier,Aspidiske
dkefvt,06-06-1856,Mauritius,LNG Tanker,Alchiba
yjfpfn,01-11-1690,Greece,Container Ship,Fang
atlzjg,09-11-1968,Indonesia,Container Ship,Lesath
dpfgoc,16-08-1704,Japan,Crude Oil Tanker,Menkent
khkntj,05-07-1608,Spain,Container Ship,Yed Prior
ditgxf,04-02-1957,Japan,Bulk Carrier,Mimosa
xvqamc,22-04-1878,Greece,LNG Tanker,Subra
hkpafv,30-09-1910,Japan,Bulk Carrier,Ascella
tgpwfd,12-11-1663,Nauru,Bulk Carrier,Almaaz
uhtwqk,14-11-1762,Sweden,Container Ship,Alula Australis
mkgguq,06-03-1565,Norway,Bulk Carrier,Matar
bnjhqo,06-03-1896,Sweden,Container Ship,Atlas
lgoxjr,06-06-1756,Finland,Bulk Carrier,Rukbat
bwyreu,18-12-1754,Spain,LNG Tanker,Menkib
mktpcv,08-10-1523,China,Bulk Carrier,Sheliak
jcfgfv,26-06-1925,United States (USA),Bulk Carrier,Tania Australis
clndpm,06-06-1530,Netherlands,Bulk Carrier,Castor
qmywkm,27-04-1992,Sweden,Bulk Carrier,Avior
gnjzwy,28-01-1642,Norway,Bulk Carrier,Dabih
pqruqq,18-11-1858,Bulgaria,Container Ship,Secunda Hyadum
fbadew,02-05-1926,Norway,LNG Tanker,Menkalinan
yrxibx,23-11-1921,Australia,Crude Oil Tanker,Piautos
gsjhbr,21-05-1759,Indonesia,Passenger (Cruise) Ship,Zavijava
tkgqut,25-10-1573,Norway,Container Ship,Minchir
yskoet,10-03-1575,Jamaica,Container Ship,Aldebaran
xximcx,17-11-1881,United Kingdom (UK),Bulk Carrier,Kang
kqbyls,10-04-1898,Iran,Container Ship,Nunki
jjbzyf,28-11-1505,Japan,Bulk Carrier,Mebsuta
gcndvi,04-12-1954,Kuwait,Bulk Carrier,Alya
euzsaw,21-08-1964,United Kingdom (UK),LNG Tanker,Mira
yhyzxf,21-04-1597,United States (USA),Passenger (Cruise) Ship,Ainalrami
wtzvgy,20-01-1686,United States (USA),Passenger (Cruise) Ship,Achird
poafow,24-06-1679,Philippines,Bulk Carrier,Ain
wnvnhx,17-09-1817,France,Bulk Carrier,Zaniah
izchgu,27-01-1620,Italy,Crude Oil Tanker,Peacock
xxcyeb,29-03-1982,Japan,Crude Oil Tanker,Adhara
bbqwuf,08-02-1796,Canada,LNG Tanker,Angetenar
cwwall,09-01-1873,Argentina,Bulk Carrier,Alkarab
iaultw,26-02-1914,Thailand,LNG Tanker,Algenib
qfeppy,01-02-1620,United States (USA),Crude Oil Tanker,Cor Caroli
jimptr,29-07-1859,Denmark,Crude Oil Tanker,Aldhibah
yobzzt,12-12-1615,Finland,Bulk Carrier,Vindemiatrix
cfcwqe,03-07-1784,Canada,Bulk Carrier,Toliman
gyznhc,12-01-1694,Norway,Passenger (Cruise) Ship,Matar
npfsqd,26-10-1618,Canada,LNG Tanker,Taygeta
cwqqdt,12-03-1651,Spain,Container Ship,Guniibuu
wplqmj,04-11-1854,Vietnam,Container Ship,Alpherg
yfahks,05-09-1707,Turkmenistan,Bulk Carrier,Ran
uitwzo,02-04-1547,Norway,Container Ship,Alula Borealis
htiqhl,10-07-1534,United Kingdom (UK),Crude Oil Tanker,Alshain
jkblhy,10-04-1604,Italy,LNG Tanker,Rasalhague
wupnld,09-12-1790,United States (USA),Crude Oil Tanker,Aladfar
rafguz,27-02-1803,Philippines,Passenger (Cruise) Ship,Alpheratz
sklqjl,14-06-1740,Puerto Rico,Bulk Carrier,Naos
fpscew,15-04-1938,Sweden,LNG Tanker,Nahn
uqdhrj,15-10-1761,Norway,Bulk Carrier,Alioth
fdgetx,17-05-1730,Croatia,Bulk Carrier,Polis
jllshi,02-06-1511,Russia,Bulk Carrier,Atik
gjtyrs,16-07-1952,Madagascar,LNG Tanker,Antares
vsfrqj,05-05-1590,United Kingdom (UK),Bulk Carrier,Haedus
wtlvhp,20-01-2009,Philippines,Bulk Carrier,Rotanev
bkgqzg,07-09-1514,United States (USA),Crude Oil Tanker,Porrima
vhpkrc,17-07-1672,Guadeloupe,Bulk Carrier,Merope
dpooca,11-02-1882,Indonesia,Bulk Carrier,Alderamin
cfcwnj,12-10-1600,Canada,Passenger (Cruise) Ship,Menkalinan
spipca,02-02-1661,Japan,Bulk Carrier,Saclateni
xjjlcl,09-11-1828,Libya,Container Ship,Errai
seinau,20-05-1986,Canada,Passenger (Cruise) Ship,Secunda Hyadum
hslhtb,08-08-1853,Montenegro,LNG Tanker,Phact
xbahhv,17-05-1684,Chile,Bulk Carrier,Alkarab
poafow,07-07-1774,Italy,Bulk Carrier,Rigil Kentaurus
sdjkzq,11-08-1700,Norway,Bulk Carrier,Lich
ydczqo,13-08-1968,India,Bulk Carrier,Bunda
riobes,02-04-1528,Canada,Container Ship,Tiaki
zsoayn,13-04-2010,United Kingdom (UK),Bulk Carrier,Dubhe
jlfgdg,30-06-1925,Norway,Crude Oil Tanker,Kaus Media
mrwklq,06-04-1884,United Kingdom (UK),Bulk Carrier,Alkaid
yrhkro,01-01-2005,Fiji,Container Ship,Torcular
lltdsy,04-07-1933,United Kingdom (UK),Container Ship,Zosma
mbratn,12-01-1694,Japan,Container Ship,Albaldah
wvavtp,17-02-1521,Canada,Bulk Carrier,Algol
acnabg,19-05-1649,Russia,Bulk Carrier,Mirach
ulzbhf,29-01-1527,Italy,Bulk Carrier,Ain
woycst,22-10-1596,Tunisia,LNG Tanker,Mirach
kasppp,31-05-1961,Canada,Passenger (Cruise) Ship,Theemin
arhndt,17-09-1781,Latvia,Bulk Carrier,Ain
noqjfs,10-11-1683,United States (USA),Crude Oil Tanker,Propus
ywmmag,14-03-2010,Greece,Bulk Carrier,Markeb
kqlssp,01-11-1785,Japan,Crude Oil Tanker,Adhafera
soxmqz,19-02-1811,Canada,Crude Oil Tanker,Avior
txczxd,25-05-1636,Japan,Crude Oil Tanker,Guniibuu
fvkezd,30-11-1956,Nauru,Passenger (Cruise) Ship,Chara
oeyndu,05-06-1739,Iceland,LNG Tanker,Lesath
xlqzzl,15-05-1709,Estonia,Bulk Carrier,Rasalhague
rtinyv,01-11-1690,United States (USA),Bulk Carrier,Alkaid
cyajko,15-11-1739,United Kingdom (UK),Bulk Carrier,Kraz
hueyci,02-06-1754,Equatorial Guinea,Bulk Carrier,Cujam
tshejb,02-03-1595,Japan,Bulk Carrier,Tarf
thuxzg,24-08-1534,Nauru,Bulk Carrier,Minchir
xumoki,10-03-1517,Mexico,Bulk Carrier,Zosma
ammigs,14-03-1915,Norway,LNG Tanker,Unurgunite
duuzno,24-03-1879,Sweden,Bulk Carrier,Secunda Hyadum
ccxhuv,27-09-1908,Norway,Bulk Carrier,Electra
ugkadr,30-06-1925,United States (USA),Bulk Carrier,Beid
hllqls,24-09-1542,United States (USA),LNG Tanker,Arkab Posterior
dhmkhc,09-02-1686,Libya,Bulk Carrier,Menkalinan
ecjxtf,29-10-1719,United States (USA),Crude Oil Tanker,Gomeisa
zrirys,28-09-1529,Japan,Offshore Support Vessel,Nembus
azvqcy,23-03-1917,United Kingdom (UK),Crude Oil Tanker,Alsafi
rtinyv,30-06-1945,Netherlands,Crude Oil Tanker,Sheliak
pdwouj,21-09-1525,Australia,LNG Tanker,Peacock
qzipmq,11-10-1864,Canada,LNG Tanker,Ainalrami
ryjqjs,09-11-1828,United States (USA),Bulk Carrier,Ukdah
lxwqjw,11-12-1565,Norway,Bulk Carrier,Polaris Australis
tsbdyk,29-01-1925,United Kingdom (UK),Bulk Carrier,Maia
srgdwr,30-12-1815,United Kingdom (UK),Offshore Support Vessel,Jabbah
rgqvkz,17-06-1648,United Kingdom (UK),Bulk Carrier,Gienah
idsvrk,11-02-1576,China,Container Ship,Thuban
skizfz,27-07-1541,United States (USA),Bulk Carrier,Chara
yuimfa,19-07-1936,Turkey,Passenger (Cruise) Ship,Saiph
ihfmow,29-08-1966,Germany,Container Ship,Alnilam
zfnmdd,26-11-1832,China,Crude Oil Tanker,Kurhah
ypezjj,02-05-1554,Papua New Guinea,Bulk Carrier,Tania Borealis
xservk,30-10-1749,Sweden,LNG Tanker,Deneb
wwdkgr,17-03-1778,Greece,LNG Tanker,Titawin
dqswql,08-05-1749,Canada,Passenger (Cruise) Ship,Dziban
pejckx,05-06-1949,Puerto Rico,LNG Tanker,Guniibuu
aijgps,09-06-1943,Canada,Passenger (Cruise) Ship,Wasat
bgilrz,03-09-1960,Canada,Offshore Support Vessel,Meridiana
ovutoz,10-12-1683,Korea,Container Ship,Celaeno
wbahdk,28-04-1645,Croatia,Bulk Carrier,Hassaleh
xinspp,28-02-1699,Angola,Crude Oil Tanker,Baten Kaitos
eiwsxq,08-11-1874,Solomon Islands,Bulk Carrier,Paikauhale
nvpbku,04-07-1554,Canada,Bulk Carrier,Keid
jdzpao,05-05-1625,Iceland,Bulk Carrier,Alzirr
vdxnie,08-11-1867,Guadeloupe,Bulk Carrier,Ashlesha
qbgsgj,04-06-1827,Japan,Container Ship,Adhil
dbsvzx,17-06-1987,United States (USA),Container Ship,Alphard
uoqnag,15-03-1672,Croatia,LNG Tanker,Revati
ofuhco,21-04-1692,Croatia,Container Ship,Furud
hbxsvh,16-11-1881,United States (USA),Crude Oil Tanker,Arcturus
eozbuu,03-06-1834,Portugal,Container Ship,Wazn
lbqxuc,10-06-1731,Sweden,Crude Oil Tanker,Haedus
wxmbnx,23-08-1879,Canada,Bulk Carrier,Fuyue
zylnqr,13-01-1563,United Kingdom (UK),Bulk Carrier,Zibal
nldgaw,04-10-1684,Canada,Crude Oil Tanker,Segin
suevft,02-11-1514,Canada,Bulk Carrier,Giausar
pnvprq,12-10-1600,Spain,Container Ship,Asellus Australis
abznfd,09-09-1598,India,Bulk Carrier,Almaaz
encdbn,12-08-1681,Sweden,Container Ship,Fuyue
blhlva,10-01-1735,Russia,Container Ship,Larawag
felgcl,04-06-1675,Estonia,LNG Tanker,Zhang
yfgvam,03-12-1604,Malaysia,Bulk Carrier,Cujam
sfkyzd,20-05-1577,Norway,Bulk Carrier,Tejat
onantd,16-07-1665,Cuba,Crude Oil Tanker,Mirfak
qvfbbx,03-06-1601,Sweden,Container Ship,Algol
pelbpm,09-09-1633,Canada,Container Ship,Secunda Hyadum
bkdtbj,09-05-1739,Papua New Guinea,Bulk Carrier,Xuange
jbzthp,09-01-1888,Spain,Passenger (Cruise) Ship,Acrab
vhaaia,08-06-1698,Turkey,Passenger (Cruise) Ship,Yildun
vrvcvy,01-03-1980,Norway,LNG Tanker,Alterf
qqsmek,28-08-1917,Japan,Container Ship,Musica
kqfbza,06-12-1759,Spain,Crude Oil Tanker,Maasym
cyomre,09-09-1633,United States (USA),Bulk Carrier,Algieba
hopsln,24-04-1835,Egypt,Bulk Carrier,Izar
kwulmb,06-12-1796,Japan,Bulk Carrier,Arneb
clslky,17-10-1721,Croatia,Crude Oil Tanker,Cebalrai
tkqzho,16-06-1965,Japan,Passenger (Cruise) Ship,Alniyat
lcbbjg,15-07-1824,Canada,Container Ship,Mothallah
eejyqp,15-04-1817,Dominican Rep,Bulk Carrier,Fumalsamakah
gzegil,17-07-2006,Greece,Crude Oil Tanker,Algol
khrkmx,23-01-1726,United Kingdom (UK),Container Ship,Dubhe
ssmprg,12-02-1719,Iceland,Bulk Carrier,Gienah
mfxhcv,28-11-1550,Turkmenistan,Bulk Carrier,Rotanev
vwxium,29-06-1869,Canada,Bulk Carrier,Tabit
fucyxd,17-05-1549,Canada,Crude Oil Tanker,Ainalrami
zxjbcw,28-10-1672,Canada,Bulk Carrier,Pollux
szgzxo,20-09-2007,Portugal,Container Ship,Mimosa
tgpfwq,03-12-1962,Estonia,Container Ship,Aldebaran
gnnfyd,29-07-1865,Sweden,LNG Tanker,Misam
wlbpaw,29-01-1650,Norway,Container Ship,Alrescha
jnrepi,28-08-1538,United States (USA),Container Ship,Hassaleh
yakyih,12-05-1858,Russia,LNG Tanker,Vega
jyuxjg,15-08-1705,Croatia,Bulk Carrier,Hamal
