Ship,Date,country,shiptype,captain_name
fpofpm,12-02-1920,Japan,LNG Tanker,Merak
ofhoyh,17-04-1582,Papua New Guinea,Offshore Support Vessel,Zubenelgenubi
ezctjr,20-09-1575,Cyprus,Bulk Carrier,Alula Borealis
fvkezd,17-12-1634,Norway,LNG Tanker,Rigil Kentaurus
tlxjtm,02-10-1729,Croatia,Container Ship,Kaffaljidhma
tngfrv,03-07-1973,Denmark,Crude Oil Tanker,Alfirk
slytvw,09-09-1608,Chile,Bulk Carrier,Rotanev
eigjoa,07-05-1848,Greece,LNG Tanker,Sadalsuud
rqbkxa,07-06-1655,United States (USA),Container Ship,Dubhe
zfevik,28-12-1985,Russia,Crude Oil Tanker,Mebsuta
pxnymw,25-03-1639,Germany,Container Ship,Errai
gkmkik,27-11-1700,United States (USA),Passenger (Cruise) Ship,Sarin
lfmmtc,23-12-1921,Australia,Container Ship,Capella
ocwinx,23-09-1950,Canada,Crude Oil Tanker,Aldebaran
bhaexm,12-07-1630,Germany,Bulk Carrier,Maasym
gzdocl,04-07-1586,Madagascar,Bulk Carrier,Asellus Borealis
evztqd,16-01-1903,Estonia,Crude Oil Tanker,Menkent
ocuauq,01-06-1538,Japan,Bulk Carrier,Imai
kzfvgb,04-06-1612,Estonia,Crude Oil Tanker,Mizar
kascup,01-10-1792,Japan,LNG Tanker,Proxima Centauri
ergqqf,21-01-1593,Japan,Bulk Carrier,Kornephoros
wsegeb,04-10-1577,Canada,Container Ship,Toliman
ghksip,26-01-1731,United Kingdom (UK),Bulk Carrier,Gomeisa
ovutoz,17-12-1826,Croatia,Bulk Carrier,Menkalinan
tknzbc,20-12-1865,United States (USA),Bulk Carrier,Scheat
aheuzs,26-09-1802,United States (USA),Container Ship,Ukdah
mljhvw,16-07-1928,France,Bulk Carrier,Nashira
yznquo,11-11-1789,Norway,LNG Tanker,Cor Caroli
waaiuc,15-05-1709,Greece,Crude Oil Tanker,Ascella
giqepb,26-09-1835,Finland,Crude Oil Tanker,Adhil
rxbqlb,04-09-1924,Canada,LNG Tanker,Pherkad
bwyreu,14-02-1761,United States (USA),Bulk Carrier,Rigil Kentaurus
atqitn,31-01-1868,United Kingdom (UK),Crude Oil Tanker,Edasich
isslyx,05-03-1954,Sweden,Bulk Carrier,Acrux
qgblcx,29-11-1691,Korea,LNG Tanker,Alterf
kyveyi,10-10-1894,United Kingdom (UK),LNG Tanker,Zubeneschamali
yjrlkp,22-06-1525,Japan,Bulk Carrier,Alkaphrah
pkwyny,15-11-1617,Isle of Man,Bulk Carrier,Tabit
ykmyom,31-05-1684,Malaysia,Container Ship,Asellus Australis
ahwhdf,24-05-1942,Japan,Bulk Carrier,Almach
tyqfuw,28-11-1708,Greece,LNG Tanker,Caph
rmqxdj,10-10-1867,Norway,Bulk Carrier,Miaplacidus
xybzfo,23-09-1575,Nicaragua,Crude Oil Tanker,Alcyone
jbclyh,13-10-1844,New Zealand,LNG Tanker,Yed Prior
qnxrsq,13-07-1533,Italy,Container Ship,Achernar
pdmkib,20-12-1584,Estonia,Crude Oil Tanker,Chamukuy
oplkok,17-07-1630,Brazil,Container Ship,Taygeta
fvfhwn,30-08-1855,Faeroe Islands,Bulk Carrier,Ascella
dbuwfw,29-05-1618,Canada,FSO,Alkes
htpstm,04-04-1617,Argentina,Crude Oil Tanker,Mimosa
opvwnh,05-12-1576,Iceland,Bulk Carrier,Nekkar
yhyvio,20-11-1805,Brazil,Crude Oil Tanker,Salm
nmsdjf,04-05-1616,Norway,LNG Tanker,Haedus
nyzcqi,01-05-1634,United States (USA),Crude Oil Tanker,Almaaz
vfqqzd,29-12-1824,Sweden,Bulk Carrier,Megrez
khliwk,16-01-1899,United Kingdom (UK),Bulk Carrier,Alphecca
cfcwqe,22-01-1563,United States (USA),Bulk Carrier,Wasat
jpbbaf,12-06-1587,Germany,LNG Tanker,Proxima Centauri
ebkucz,07-05-1707,Greece,FSO,Hatysa
fbzkka,27-01-1705,Sweden,Bulk Carrier,Alkes
gwucxl,27-05-1560,United Kingdom (UK),Container Ship,Brachium
pktreq,29-06-1869,Canada,Container Ship,Revati
zlcejr,12-05-1956,United Kingdom (UK),Crude Oil Tanker,Albali
tyozlk,26-05-1926,Croatia,Bulk Carrier,Unurgunite
ktsqud,08-07-1974,Canada,Bulk Carrier,Atria
kqlssp,04-07-1580,Slovenia,Crude Oil Tanker,Azmidi
qhreqz,24-10-1911,Indonesia,Container Ship,Zavijava
scfwjv,23-10-1951,United States (USA),Bulk Carrier,Aljanah
tnnxuc,03-07-1607,Angola,Offshore Support Vessel,Menkib
wpryey,01-07-1554,Canada,Container Ship,Atria
mdrfyp,23-01-1734,Japan,LNG Tanker,Sadalmelik
ugzffe,23-09-1575,Germany,Bulk Carrier,Praecipua
wzlusf,27-01-1964,Greece,Crude Oil Tanker,Lilii Borea
rtiubb,07-02-1818,Canada,LNG Tanker,Nihal
ttbdzx,15-01-1533,Papua New Guinea,Container Ship,Tarf
gwfjmu,03-09-1923,Mauritius,LNG Tanker,Cervantes
qoffix,24-05-1828,Canada,Crude Oil Tanker,Bellatrix
mnhdmt,08-11-1798,Indonesia,Crude Oil Tanker,Sheratan
nuvhkm,15-10-1770,Panama,LNG Tanker,Alcor
ktsqud,07-08-1601,Australia,Crude Oil Tanker,Mebsuta
ewvduw,10-09-1840,Japan,Container Ship,Alshat
fdcdwa,07-09-1638,France,Container Ship,Miram
pfhxyf,11-06-1659,Japan,LNG Tanker,Ancha
biqgro,29-03-1732,Faeroe Islands,Bulk Carrier,Grumium
buhkso,21-06-1895,Greece,Bulk Carrier,Phecda
spoznj,11-11-1621,Italy,Crude Oil Tanker,Proxima Centauri
vcbbso,31-10-1972,Canada,Container Ship,Yildun
jbrgwu,09-08-1624,Papua New Guinea,Passenger (Cruise) Ship,Taiyi
hkpafv,02-02-1925,Slovenia,Bulk Carrier,Veritate
alftvi,14-04-1904,Italy,LNG Tanker,Ain
nppnwc,26-07-1898,Croatia,Container Ship,Tarf
xvknxn,13-11-1657,United States (USA),LNG Tanker,Castor
xbahhv,01-02-1651,Canada,Crude Oil Tanker,Kornephoros
gnpgfo,26-02-1878,Fiji,Container Ship,Menkib
xulxof,11-05-1839,United States (USA),Crude Oil Tanker,Nembus
ocuauq,13-05-1882,Japan,Container Ship,Alkaid
ldkabc,09-09-1812,Japan,Bulk Carrier,Alkaid
uvcfas,05-10-1932,United States (USA),LNG Tanker,Lich
dkdlpt,26-08-1989,United Kingdom (UK),Crude Oil Tanker,Taiyi
odiurt,12-08-1629,Sweden,Container Ship,Antares
nmujds,26-10-1754,Turkey,Crude Oil Tanker,Dschubba
sdwyte,22-06-1685,Norway,Container Ship,Alsciaukat
votlvy,24-03-1894,India,Bulk Carrier,Tonatiuh
uvcfas,19-06-1745,Turkey,Bulk Carrier,Musica
skhkwi,12-06-1715,Canada,Crude Oil Tanker,Pollux
yuledr,14-09-1995,Greece,Crude Oil Tanker,Elnath
gcufjm,26-01-1851,Japan,Container Ship,Rastaban
qoffix,10-08-1852,Croatia,Passenger (Cruise) Ship,Wezen
imrcvm,06-07-1690,Italy,Container Ship,Titawin
qchjyz,06-04-1892,Egypt,Container Ship,Azha
xmpcjz,04-02-1505,Sweden,Container Ship,Taygeta
xrnhlz,04-07-1696,Germany,Container Ship,Kaffaljidhma
chlano,17-07-1760,Russia,Bulk Carrier,Mothallah
mctofa,18-04-1599,Iceland,Bulk Carrier,Titawin
zsszny,10-10-1511,United States (USA),Passenger (Cruise) Ship,Meridiana
yqcxxn,11-07-1983,United States (USA),Crude Oil Tanker,Zhang
qbgsgj,10-11-1544,Finland,Container Ship,Maia
ewfxgq,03-03-1922,Chile,Bulk Carrier,Pleione
qkldnu,06-06-1967,China,Container Ship,Subra
krofyl,28-11-1708,New Zealand,Bulk Carrier,Beemim
ruzfez,28-09-1529,United States (USA),Bulk Carrier,Cebalrai
uslnym,18-09-1913,United Kingdom (UK),LNG Tanker,Beemim
gbmirc,12-12-1544,Brazil,Bulk Carrier,Fuyue
ebbgac,27-01-1620,United States (USA),Bulk Carrier,Acamar
wsplvg,11-10-1938,Japan,Bulk Carrier,Maasym
uitwzo,14-06-1831,United Kingdom (UK),Bulk Carrier,Schedar
hfujpt,07-02-1965,Japan,Crude Oil Tanker,Alioth
pwtlmm,19-05-2002,Egypt,Container Ship,Alshain
acryxu,17-11-1643,Indonesia,Bulk Carrier,Maia
lqjwdi,09-08-1624,US Minor Outlying Isls,Container Ship,Theemin
lbvquh,05-01-1928,Canada,Bulk Carrier,Denebola
bifcvg,28-01-1875,Solomon Islands,Crude Oil Tanker,Salm
ngjwym,05-03-1797,Solomon Islands,Crude Oil Tanker,Wurren
riobes,14-06-1740,Turkey,Crude Oil Tanker,Menkib
srkygn,05-01-1875,Germany,Crude Oil Tanker,Merga
tlbmoc,07-07-1575,Netherlands,Passenger (Cruise) Ship,Atria
svxojc,14-02-1825,Finland,Bulk Carrier,Suhail
stimvv,11-11-1686,Russia,LNG Tanker,Naos
asnzan,10-12-2009,Sao Tome & Principe,Container Ship,Zubeneschamali
dpuwho,10-04-1752,Greece,Container Ship,Wurren
cwtlcz,22-05-1927,Japan,Crude Oil Tanker,Pherkad
bdunok,28-04-1579,Norway,Crude Oil Tanker,Arneb
pxbbva,26-05-1873,Brazil,LNG Tanker,Alniyat
uvtqak,18-09-1709,Spain,LNG Tanker,Errai
loqeoq,03-09-1508,United States (USA),Container Ship,Adhil
dhmkhc,22-08-1909,Portugal,Container Ship,Alsafi
jmydey,10-02-1729,Chile,LNG Tanker,Meridiana
mmsent,13-08-1608,Sweden,Passenger (Cruise) Ship,Muscida
mgdbkn,09-01-1610,Norway,Passenger (Cruise) Ship,Kraz
iiuytl,14-05-1538,Canada,Crude Oil Tanker,Homam
ftwaur,06-09-1674,United States (USA),LNG Tanker,Achird
frzpey,20-05-1797,United Kingdom (UK),Container Ship,Rasalhague
sjogcz,18-03-1744,Germany,Container Ship,Spica
ghqgvw,29-04-1849,Japan,Crude Oil Tanker,Alpherg
zujrve,09-05-1670,United States (USA),Bulk Carrier,Rukbat
tgjzwv,30-03-1655,Argentina,Bulk Carrier,Adhil
gcvrzt,11-01-1714,United Kingdom (UK),Container Ship,Zavijava
umadoe,10-02-1871,United Kingdom (UK),Crude Oil Tanker,Ashlesha
idxyxq,18-08-1532,Guadeloupe,Bulk Carrier,Alshain
gpnykn,19-04-1965,United States (USA),Bulk Carrier,Aldhibah
cnhqqg,14-12-1687,Greece,Bulk Carrier,Proxima Centauri
evoles,28-02-1699,Canada,Container Ship,Haedus
iwenqc,25-04-1788,Thailand,Bulk Carrier,Grumium
rdogmn,28-11-1691,Sweden,Bulk Carrier,Helvetios
afhwed,26-06-1674,India,Crude Oil Tanker,Alioth
gzegil,17-06-1911,Norway,Bulk Carrier,Kitalpha
zcqwnf,11-12-1506,Nauru,Passenger (Cruise) Ship,Musica
wlatft,08-06-1807,Japan,Bulk Carrier,Maia
jxjcjz,01-05-1741,Belgium,Container Ship,Marsic
zyvmbj,26-09-1792,United States (USA),Bulk Carrier,Khambalia
fgvdii,06-06-1967,United Kingdom (UK),Bulk Carrier,Minchir
iyduew,04-10-1577,China,Crude Oil Tanker,Almach
zaeykd,25-08-1678,United Kingdom (UK),Bulk Carrier,Azelfafage
hqdece,12-02-1807,United Arab Emirates (UAE),Bulk Carrier,Atria
cvvmfl,24-10-1857,Canada,Bulk Carrier,Dschubba
tjyakh,08-11-1874,Germany,Container Ship,Betelgeuse
kqorgm,28-01-1909,Japan,Bulk Carrier,Hadar
efwdla,28-04-1893,Greece,Container Ship,Algorab
kodbvc,07-08-1638,Sweden,Crude Oil Tanker,Polis
ovkyqn,21-11-1732,Solomon Islands,LNG Tanker,Almaaz
bwfxhc,27-02-1667,Greece,Container Ship,Asellus Australis
fpofpm,11-01-1684,Russia,Container Ship,Azelfafage
xavkjq,23-02-1984,Canada,Bulk Carrier,Denebola
loziql,19-06-1824,Faeroe Islands,Crude Oil Tanker,Arcturus
bknyrw,09-07-1759,United Kingdom (UK),Passenger (Cruise) Ship,Kraz
mjlvnc,25-07-1581,United States (USA),LNG Tanker,Scheat
dmqajx,13-02-1945,Japan,Bulk Carrier,Alhena
dgqauy,18-02-1830,Sweden,LNG Tanker,Menkent
nssvjp,05-05-1918,Portugal,Bulk Carrier,Ginan
umchut,23-08-1734,Iceland,Container Ship,Mahasim
vzztom,25-09-1831,US Minor Outlying Isls,Bulk Carrier,Almaaz
svbmqr,14-01-1537,United Kingdom (UK),Bulk Carrier,Alshat
bdaepo,13-06-1870,Panama,Container Ship,Alsephina
mxlgqj,05-06-1691,Indonesia,Container Ship,Bunda
nukolz,08-11-1811,China,Bulk Carrier,Ancha
czqkwl,09-01-1603,Spain,Container Ship,Asterope
wpkkib,09-11-1968,Japan,Container Ship,Albireo
spauxy,06-07-1809,Cyprus,Container Ship,Sham
pexskl,21-11-1636,Canada,Container Ship,Ukdah
nldgaw,22-10-1617,Norway,Bulk Carrier,Mothallah
noqjfs,16-08-1951,Japan,Bulk Carrier,Musica
eugxkw,26-01-1560,Spain,Bulk Carrier,Alkes
tumesc,25-06-1825,Canada,FSO,Algedi
mmqkzk,10-12-1502,Spain,Bulk Carrier,Diadem
mnjhxu,23-11-1691,Greece,Container Ship,Almach
gymmjf,07-08-1638,St Vincent & Grenadines,Container Ship,Deneb Algedi
nxgocl,15-12-1587,Netherlands,LNG Tanker,Betelgeuse
yqcxxn,17-09-1540,Norway,Crude Oil Tanker,Sarin
ooxgxp,18-05-1586,United Kingdom (UK),Container Ship,Kaus Australis
hxipez,26-08-1884,Panama,Bulk Carrier,Sceptrum
mnhdmt,21-03-1752,Faeroe Islands,LNG Tanker,Taygeta
wxaxgu,17-06-1580,Korea,LNG Tanker,Sualocin
eyddmh,07-08-1908,Japan,Bulk Carrier,Polis
icqyml,06-08-2005,United Kingdom (UK),LNG Tanker,Chamukuy
pwfilt,24-10-1911,Norway,Bulk Carrier,Megrez
chgwsj,14-06-1831,Aruba,Bulk Carrier,Procyon
bijdwe,07-02-1830,Sao Tome & Principe,Crude Oil Tanker,Okab
eiqdpm,21-03-1752,Spain,Bulk Carrier,Pleione
dbbtvf,11-02-1729,Turkey,Crude Oil Tanker,Biham
giwvkt,15-02-1544,Norway,Bulk Carrier,Grumium
imufdn,01-02-1791,Fiji,LNG Tanker,Hadar
jpbbaf,23-09-1886,Croatia,Container Ship,Regulus
eoczxe,09-11-1843,Croatia,Container Ship,Alsephina
fmmbhg,18-11-1822,United Kingdom (UK),Container Ship,Tejat
blhlva,22-01-1684,China,Container Ship,Mirach
ydczqo,14-03-2010,Japan,Passenger (Cruise) Ship,Altais
dvpxmo,17-03-1778,Poland,Container Ship,Cujam
ggbnfc,29-08-1775,Sweden,Container Ship,Schedar
cdvewc,05-06-1534,United States (USA),Container Ship,Ascella
boeefb,15-03-1616,India,Crude Oil Tanker,Praecipua
sqtblf,01-08-1943,Japan,Bulk Carrier,Ancha
dtilfc,21-10-1970,United States (USA),Container Ship,Minelauva
qtdfkv,21-03-1869,Italy,Container Ship,Meissa
ahehoh,12-01-1694,United States (USA),Container Ship,Polis
htjuic,20-12-1824,France,Crude Oil Tanker,Betelgeuse
wmqoll,19-04-1795,Japan,Bulk Carrier,Bharani
dsqmzj,20-06-1883,Dominican Rep,Bulk Carrier,Albireo
xhtizs,27-04-1961,India,Bulk Carrier,Merga
uorjvx,04-05-1643,Indonesia,Container Ship,Zaurak
lttnjd,15-12-1943,Russia,LNG Tanker,Alya
mlxvxp,11-06-1805,Greece,Bulk Carrier,Sadr
tzapdz,25-03-1665,Puerto Rico,LNG Tanker,Dubhe
ruzfez,24-09-1816,Italy,Crude Oil Tanker,Atik
smjjih,29-07-1865,Sweden,Crude Oil Tanker,Bellatrix
fptyhg,05-01-1532,Chile,Bulk Carrier,Mebsuta
udcnas,23-09-1886,Japan,LNG Tanker,Azelfafage
powvkq,23-09-1575,Argentina,Bulk Carrier,Rasalhague
urukwn,12-07-1613,South Africa,Bulk Carrier,Porrima
bzgnsq,03-10-1526,Canada,Crude Oil Tanker,Intercrus
tgtvxg,14-03-1527,Papua New Guinea,Bulk Carrier,Peacock
towfez,01-09-1544,Panama,Container Ship,Markab
thrwqn,02-07-1851,United Kingdom (UK),LNG Tanker,Alula Borealis
gxdfyp,26-09-2000,Japan,Container Ship,Kitalpha
hvimzd,27-11-2008,Sweden,FSO,Alnair
ldkabc,26-08-1989,Japan,LNG Tanker,Angetenar
zjqikh,20-02-1962,Canada,Bulk Carrier,Subra
pnmnjd,27-08-1707,United States (USA),Container Ship,Unukalhai
nnzpsj,02-11-1654,Faeroe Islands,Container Ship,Meissa
aswvzu,26-01-1995,China,Bulk Carrier,Hassaleh
dpxvkh,05-06-1821,Tunisia,Crude Oil Tanker,Furud
vrufey,26-07-1730,Estonia,Container Ship,Alkaid
wpkkib,29-04-1907,Canada,FSO,Tarazed
blbrkb,01-04-1952,United Kingdom (UK),Bulk Carrier,Mirfak
zllnrq,16-05-1561,United States (USA),Bulk Carrier,Mizar
vcwagi,14-02-1981,Japan,LNG Tanker,Alhena
wrrmhl,07-12-1668,Croatia,Bulk Carrier,Sualocin
omksqd,06-09-1742,India,Bulk Carrier,Salm
uuhcmp,14-06-1740,Norway,Crude Oil Tanker,Piautos
qufdis,06-09-1839,Canada,LNG Tanker,Elkurud
zdlhyy,31-03-1883,Sweden,Bulk Carrier,Alfirk
onvmvk,10-03-1515,United Kingdom (UK),Container Ship,Wezen
afhwed,25-12-1562,Solomon Islands,Bulk Carrier,Marfik
tgptij,08-12-1872,Malaysia,Crude Oil Tanker,Anser
djjfus,25-12-1638,Turkey,Bulk Carrier,Sceptrum
zxdows,05-01-1532,Cyprus,Bulk Carrier,Mekbuda
mhaols,20-05-1863,China,Crude Oil Tanker,Tianguan
vrxzxs,30-11-1826,Canada,Crude Oil Tanker,Taiyi
euphgz,16-09-1725,Canada,Crude Oil Tanker,Fomalhaut
rgwstj,18-01-1555,Spain,Bulk Carrier,Tarazed
xbmbft,15-10-1863,United States (USA),Crude Oil Tanker,Arkab Prior
jrrvda,09-01-1860,Italy,Crude Oil Tanker,Saclateni
anoqya,11-08-1721,Canada,Bulk Carrier,Zosma
ixwbcs,27-07-1873,Sweden,LNG Tanker,Mirzam
bcdzdl,05-05-1635,Argentina,Bulk Carrier,Unukalhai
vgvwtg,05-10-1932,Japan,Bulk Carrier,Meleph
pmakjs,27-03-1645,Equatorial Guinea,Container Ship,Mirfak
iibcij,26-08-1884,Croatia,LNG Tanker,Algorab
sfxfir,24-04-1883,Puerto Rico,Crude Oil Tanker,Vega
djadzu,22-12-1922,Chile,Bulk Carrier,Kaus Media
jiaysn,11-11-1704,Faeroe Islands,Bulk Carrier,Mirach
ptvsdp,12-09-1844,Madagascar,Bulk Carrier,Sadalsuud
szdmuo,16-11-1596,Canada,Container Ship,Ainalrami
ajvuxc,11-11-1545,Canada,Container Ship,Alruba
qqyxxn,28-12-1880,Poland,LNG Tanker,Hatysa
mlgiux,14-05-1538,Greece,Crude Oil Tanker,Brachium
cmjbog,15-11-1782,Angola,Container Ship,Altais
tngfrv,02-05-1654,United Arab Emirates (UAE),Bulk Carrier,Copernicus
bbjtfb,13-06-1704,Greece,Bulk Carrier,Salm
yuvlee,09-07-1784,Cuba,Bulk Carrier,Sadr
gpcnnn,15-12-2002,United Kingdom (UK),LNG Tanker,Zosma
npnnlc,13-12-1818,Sweden,Crude Oil Tanker,Tureis
hvwyvs,01-12-1573,Sweden,Container Ship,Meleph
ioalte,04-07-1816,United Kingdom (UK),LNG Tanker,Atik
mrwklq,18-02-1754,Japan,Bulk Carrier,Markeb
uwcmvg,26-04-1729,United States (USA),Container Ship,Diadem
xxnjac,19-01-1749,Netherlands,Container Ship,Jishui
urciis,30-09-1892,United Kingdom (UK),Container Ship,Chertan
svgwer,24-05-1753,Belgium,LNG Tanker,Alnair
ksyabj,04-10-1877,New Zealand,Bulk Carrier,Cursa
ewczgy,18-12-1774,United Kingdom (UK),Bulk Carrier,Polaris
ooxgxp,05-01-1712,Estonia,Bulk Carrier,Phecda
cahsbo,22-05-1777,Iran,Container Ship,Taygeta
rnoocp,22-09-1903,United States (USA),Bulk Carrier,Prima Hyadum
uwbuwq,03-05-1968,United States (USA),Bulk Carrier,Toliman
xmpcjz,28-02-1921,United Kingdom (UK),Crude Oil Tanker,Beemim
flqdhi,12-07-1574,Equatorial Guinea,Container Ship,Copernicus
ufvdks,04-01-1905,St Vincent & Grenadines,Crude Oil Tanker,Ancha
xbynmu,11-09-1915,India,Crude Oil Tanker,Kitalpha
qwssqd,22-04-1878,India,Container Ship,Sheratan
noyywg,01-10-1534,Canada,Bulk Carrier,Miaplacidus
xkimog,28-11-1505,United Kingdom (UK),Crude Oil Tanker,Secunda Hyadum
itkujr,09-03-1939,Tunisia,Container Ship,Zhang
izemve,01-09-1960,Turkey,Bulk Carrier,Felis
cmgjfl,10-11-1683,Japan,Bulk Carrier,Asellus Australis
pugghh,30-07-1632,Canada,Bulk Carrier,Jabbah
qynkce,18-12-1883,Norway,Bulk Carrier,Elnath
nfmdxr,04-06-1919,Japan,Crude Oil Tanker,Zubenelhakrabi
zyvmbj,29-12-1508,Guadeloupe,Crude Oil Tanker,Jabbah
phuisk,22-07-1736,United Kingdom (UK),Bulk Carrier,Eltanin
vqyxiz,28-09-1771,United States (USA),Bulk Carrier,Menkent
ftrmcs,16-11-1924,Canada,LNG Tanker,Hassaleh
qfeppy,05-04-1665,United Kingdom (UK),Bulk Carrier,Asellus Australis
sbfjgt,10-07-1836,Guadeloupe,Passenger (Cruise) Ship,Tegmine
vtcymo,20-09-1767,Japan,Crude Oil Tanker,Mintaka
urnzdo,08-04-1820,Papua New Guinea,Passenger (Cruise) Ship,Acamar
uwcmvg,01-09-1603,Canada,Container Ship,Musica
dbbtvf,31-07-1683,Argentina,Container Ship,Naos
uqpkdf,23-06-1892,Spain,Container Ship,Mirzam
isxbbx,10-01-1816,Australia,Container Ship,Fumalsamakah
rilqav,27-02-1622,Fiji,LNG Tanker,Tania Australis
qluobf,16-03-1754,Guadeloupe,LNG Tanker,Ankaa
yibcbu,18-07-1889,Canada,Bulk Carrier,Celaeno
flaiyb,03-05-1919,Chile,LNG Tanker,Mebsuta
zukhzp,16-08-1585,United States (USA),Bulk Carrier,Vindemiatrix
ffxbsg,12-08-1911,Greece,Crude Oil Tanker,Alkes
ymfxpk,09-11-1713,United States (USA),Crude Oil Tanker,Procyon
ldulil,17-09-1540,United States (USA),Crude Oil Tanker,Alzirr
xtmodg,03-05-1850,United Kingdom (UK),LNG Tanker,Intercrus
dsogxq,12-04-1573,Japan,Container Ship,Kraz
zoaeay,12-09-1532,Sweden,Container Ship,Alterf
qxtoyl,30-10-1942,Iran,Bulk Carrier,Alnitak
cwqqdt,09-02-1807,China,LNG Tanker,Alkaphrah
quewqk,10-05-1967,United States (USA),Crude Oil Tanker,Asellus Australis
lcbbjg,20-09-2006,Norway,Crude Oil Tanker,Felis
vcvlvl,31-05-1818,Australia,Container Ship,Arkab Posterior
vbvybs,22-01-1961,Argentina,Bulk Carrier,Phact
ulsavt,21-06-1553,Cyprus,LNG Tanker,Yildun
vsfrqj,17-11-1676,Brazil,Passenger (Cruise) Ship,Ainalrami
eoiajg,26-01-1755,Cuba,Passenger (Cruise) Ship,Hamal
mhatow,23-04-1887,Aruba,Container Ship,Miram
khkntj,12-12-1615,Chile,Bulk Carrier,Arcturus
vavvbr,23-01-1854,United States (USA),Bulk Carrier,Algorab
nmtjbf,30-05-2010,Turkey,Bulk Carrier,Ginan
jlkcsz,13-02-1945,Japan,Bulk Carrier,Ascella
cqnsll,14-03-1827,United Kingdom (UK),LNG Tanker,Sceptrum
akoosl,31-05-1920,United States (USA),Bulk Carrier,Bellatrix
tpjvhh,17-10-1920,Japan,Bulk Carrier,Secunda Hyadum
opubpe,23-09-1864,Norway,LNG Tanker,Imai
ctyxwx,09-09-1812,New Zealand,Crude Oil Tanker,Mothallah
bxeezt,13-11-1921,Spain,Crude Oil Tanker,Tegmine
mewked,19-05-1597,United States (USA),Bulk Carrier,Salm
fdyyjw,20-05-1922,India,Passenger (Cruise) Ship,Unukalhai
fmhdir,28-05-1892,Croatia,Crude Oil Tanker,Miram
cjhajt,16-11-1596,Japan,Crude Oil Tanker,Hassaleh
bpgsga,14-02-1526,United Kingdom (UK),Bulk Carrier,Phecda
zfnmdd,16-05-2009,Angola,Bulk Carrier,Proxima Centauri
dousec,23-05-1769,Sweden,Bulk Carrier,Canopus
izemve,13-08-1745,Canada,Crude Oil Tanker,Menkalinan
gvgtwf,04-04-1589,Faeroe Islands,Container Ship,Saclateni
ljdwdv,02-03-1958,Canada,Crude Oil Tanker,Zaurak
wxthgb,07-02-1808,Norway,Bulk Carrier,Cor Caroli
nhekhi,14-03-1533,Chile,LNG Tanker,Arneb
alftvi,26-05-1691,Chile,Container Ship,Menkib
cxepnq,21-02-1537,Finland,Passenger (Cruise) Ship,Rotanev
zrjwqx,21-09-1525,Canada,Crude Oil Tanker,Alsafi
kmkucw,23-09-1864,Denmark,LNG Tanker,Felis
pyqunx,07-02-1584,Japan,Bulk Carrier,Thuban
oeeejp,09-09-1668,Italy,LNG Tanker,Beid
qmovuc,14-11-1597,Japan,Bulk Carrier,Meleph
assopa,27-09-1848,France,Container Ship,Celaeno
vdevgo,10-09-1840,United States (USA),Crude Oil Tanker,Mothallah
vlpfjq,01-08-1972,Spain,Container Ship,Guniibuu
zhntpc,15-08-1670,Greece,Bulk Carrier,Azmidi
xxjdrf,31-01-1849,Canada,LNG Tanker,Subra
mbynkk,06-05-1502,Japan,Container Ship,Tureis
psioqc,20-03-1715,Italy,Container Ship,Chertan
juanqx,11-08-1844,Germany,Bulk Carrier,Ogma
fifidx,22-04-1503,Norway,LNG Tanker,Proxima Centauri
wvavtp,30-09-1993,Italy,Crude Oil Tanker,Vega
fyspav,07-07-1950,Italy,Crude Oil Tanker,Taygeta
itzque,23-11-1934,United States (USA),Passenger (Cruise) Ship,Castula
jfixtl,12-06-1562,Denmark,Crude Oil Tanker,Gudja
zjgkpt,14-06-1653,Norway,Passenger (Cruise) Ship,Atik
aeqxhs,24-01-1516,Sweden,LNG Tanker,Naos
hhoqbg,15-01-1816,Guadeloupe,LNG Tanker,Muphrid
hvdzhs,23-11-1608,Sweden,Passenger (Cruise) Ship,Alfirk
rpwkll,25-04-1691,Japan,Crude Oil Tanker,Minchir
ywcgru,14-11-1735,Italy,Crude Oil Tanker,Brachium
clndpm,08-10-1742,Canada,LNG Tanker,Electra
qgtypg,11-08-1718,Egypt,Bulk Carrier,Ran
beeovb,05-10-1879,Germany,Bulk Carrier,Tianyi
ctyxwx,23-06-1958,India,Bulk Carrier,Bharani
nqcjyt,14-11-1735,United Kingdom (UK),Crude Oil Tanker,Pherkad
ygnxhn,08-10-1794,Canada,LNG Tanker,Biham
pyfpzh,01-08-1988,Panama,Container Ship,Alkaid
ekwpis,04-03-1620,Netherlands,Bulk Carrier,Alfirk
ovbylv,24-11-1543,Japan,Bulk Carrier,Tabit
byrqhc,17-06-1648,Argentina,Crude Oil Tanker,Merope
ytpfrx,11-03-1791,Norway,Container Ship,Procyon
cazzwa,26-12-1647,United Kingdom (UK),Crude Oil Tanker,Chara
wlwyvk,21-10-1746,Panama,Container Ship,Sirius
dfqgdl,21-01-1983,Nauru,Crude Oil Tanker,Iklil
ijnbcj,18-12-1896,Puerto Rico,Bulk Carrier,Albali
sdwdmf,20-06-1842,United States (USA),Bulk Carrier,Maia
ilbizz,10-08-1944,Egypt,Crude Oil Tanker,Menkent
pyjrbl,16-04-1864,Greece,Crude Oil Tanker,Bunda
